place_id,nome,endereco,municipio,categoria,avaliacao,numero_avaliacoes,lat,lng,telefone,website
ChIJ-1QfRQAdzpQR_tSt7tvONBI,Casa Laya,"Caminho San Martin - Jardim Independencia, São Vicente - SP, 11380-480, Brasil",São Vicente,casa noturna,4.8,228.0,-23.964431,-46.3692566,(13) 99662-3939,https://www.instagram.com/casa_laya/
ChIJ-7XpwVEdzpQRtY4WNZS8g3M,Porks Praia Grande | Bar de Rock | Chope Artesanal | Comida de Boteco e Porco,"R. Mal. Floriano Peixoto, 52 - Canto do Forte, Praia Grande - SP, 11700-210, Brasil",Praia Grande,bar,4.3,240.0,-24.006056,-46.4066335,(61) 99567-2332,http://linkme.bio/porkspg
ChIJ-7pea3AdzpQRxwAXWzcXo6k,Amsterdã,"R. João B. Robortella, 115 - Catiapoã, São Vicente - SP, 11365-250, Brasil",São Vicente,casa noturna,4.8,23.0,-23.9609694,-46.3937348,(13) 97407-6156,
ChIJ-SETvQUDzpQRHjbdJmQPzWw,Arapuka GastroBar,"R. Azevedo Sodré, 123 - Gonzaga, Santos - SP, 11055-051, Brasil",Santos,bar,4.5,2146.0,-23.9663499,-46.3309207,(13) 3301-3009,
ChIJ-UiZmlIdzpQRwRXHwXbLUAk,Adega Bigode 013,"R. Honduras, 490 - Guilhermina, Praia Grande - SP, 11702-060, Brasil",Santos,adega,5.0,20.0,-24.0107919,-46.428556,(11) 93007-4699,
ChIJ-YxXEhoozpQR6VEU0S28aoQ,Bar Amigos Da Praia,"Av. Gov. Mário Covas Júnior, 9160 - Balneario Regina Maria, Mongaguá - SP, 11730-000, Brasil",Mongaguá,bar,4.4,117.0,-24.1286499,-46.68420649999999,(11) 95366-5521,
ChIJ-ya_NnQdzpQRQkg1IEHM2d0,Capitão Bar,"Av. Pres. Castelo Branco, 1548 - Canto do Forte, Praia Grande - SP, 11700-800, Brasil",Praia Grande,bar,4.2,2017.0,-24.0133225,-46.4149174,(13) 3592-2728,
ChIJ01DX3Icl0JQRDOhfl4jjgRg,Calçadão do Chopp | Bar em Peruíbe,"Av. São João, 252 - Centro, Peruíbe - SP, 11770-290, Brasil",Peruíbe,bar,4.4,51.0,-24.3227395,-46.9975271,,
ChIJ03Ot9RADzpQRAaCBcDapBX4,Cola na Base,"R. Alagoas, 6 - Gonzaga, Santos - SP, 11065-120, Brasil",Santos,bar,4.5,1261.0,-23.9644778,-46.3361273,(13) 97414-2564,https://www.instagram.com/colanabase/
ChIJ06B0SUMdzpQRpJOKEoh5Dj0,Adega Aloha Drinks Sv,"R. Marquês de São Vicente, 310 - Loja 2 - Centro, São Vicente - SP, 11310-180, Brasil",São Vicente,adega,4.2,17.0,-23.9689763,-46.3921398,(13) 99707-6781,
ChIJ07a8AmoDzpQRRMD94Zzy_PY,Coco Beach Bar & Food,"Av. Siqueira Campos, 616 - Boqueirão, Santos - SP, 11045-200, Brasil",Santos,bar,4.7,630.0,-23.9707098,-46.3202828,,http://instagram.com/cocobeachsantos
ChIJ0w-SpQz-0ZQRbROIrnHLcTA,Bendito! bar e lounge,"Praça Dr. Walter Belian, 39 - Jardim Guaiuba, Guarujá - SP, 11420-440, Brasil",Guarujá,Bar/Casa Noturna,4.5,142.0,-24.0132156,-46.2805285,,
ChIJ0w-nypcdzpQR6CZAg-xPZdk,Botecagem Ramalho,"R. João Ramalho, 215 - Centro, São Vicente - SP, 11310-050, Brasil",São Vicente,bar,4.6,478.0,-23.9676729,-46.3802507,(13) 3469-2494,
ChIJ0xHtOEwbzpQRnWjtnOot65Y,Bar & Restaurante Clube do Frango 013 - Cubatão,"Av. Nossa Sra. da Lapa, 1291 - Vila Nova, Cubatão - SP, 11520-060, Brasil",Cubatão,bar,4.7,32.0,-23.9016976,-46.42381959999999,(13) 98189-9322,https://app.menudino.com/clubedofrango013
ChIJ0zd74LEDzpQRDTbiHBrhgJo,Boteco Seu Costa,"R. Paraíba, 56 - Pompéia, Santos - SP, 11065-470, Brasil",Santos,bar,4.7,684.0,-23.9636771,-46.3399334,(13) 3385-0807,https://instagram.com/botecoseucosta?utm_medium=copy_link
ChIJ1-IHuCv9zZQRim7ivfPtU48,Adega Infinity Drink's,"R. Carvalho de Santana, 44 - Jardim Paulista, Bertioga - SP, 11250-402, Brasil",Bertioga,adega,4.6,13.0,-23.8401206,-46.1348966,(13) 99775-0617,https://m.facebook.com/profile.php?id=100063614950321
ChIJ12AdPwL-0ZQRxjq_mXXtYw4,Jamel Estudio & Pub,"R. Adélino Cardoso, 524 - Vila Santa Rosa, Guarujá - SP, 11431-040, Brasil",Guarujá,bar,4.9,420.0,-23.9959961,-46.2799057,(13) 3326-5638,https://instagram.com/jamelestudiopub
ChIJ14eCBSUnzpQRIxCmTOLcEtE,CABANA'S BAR & LOUNGE,"Av. Gov. Mário Covas Júnior, 1679 - Centro, Mongaguá - SP, 11730-000, Brasil",Mongaguá,Bar/Casa Noturna,3.8,284.0,-24.0959289,-46.6197386,(13) 99633-1762,
ChIJ15QCz5odzpQRYDjh5Qmm8H8,Adega Imperador Drinks,"R. Niterói, 19 - Loja 02 - Jardim Independencia, São Vicente - SP, 11380-350, Brasil",São Vicente,adega,4.8,41.0,-23.9612697,-46.3761522,(13) 99732-6442,https://www.ifood.com.br/delivery/sao-vicente-sp/adega-imperador-drinks-jardim-independencia/4452c576-02f0-45bb-8b2c-822bd9501029?utm_medium=share
ChIJ17Zabs8czpQRl5z0XMXoymk,AMUSE Beach Club,"Al. Paulo Gonçalves, 680 - Ilha Porchat, São Vicente - SP, 11320-350, Brasil",Cubatão,casa noturna,4.5,975.0,-23.9805395,-46.3699559,(13) 97401-6107,http://www.amuse.com.br/
ChIJ1w1EfgApzpQRV3OqETYbOAc,Adega Malibu,"R. Santa Tereza, 1855 - Jardim Santana, Mongaguá - SP, 11730-000, Brasil",Mongaguá,adega,5.0,3.0,-24.1149737,-46.6949354,,
ChIJ2-UbWWcDzpQRpvtMAFfETpo,Adega 2N - Conveniência e Tabacaria,"R. Cunha Moreira, 249 - Encruzilhada, Santos - SP, 11050-241, Brasil",Santos,adega,4.8,47.0,-23.9551921,-46.3309226,(13) 99195-8716,https://www.instagram.com/adega2n/
ChIJ20l2fQAZzpQRYn-2djiDZR4,Maxine adega e tabacaria,"R. Larissa Kocner - Ilha bela, Cubatão - SP, 11538-010, Brasil",Cubatão,adega,,,-23.9020609,-46.4425004,,https://www.instagram.com/maxine_adega/profilecard/?igsh=NWZ4c2NpOHExemJm
ChIJ21TpdlQB0pQRWGzzU68to9E,Empório Johnnie Daniels,"Estrada de Pernambuco, 135 - Parque Enseada, Guarujá - SP, 11443-410, Brasil",Guarujá,adega,4.9,20.0,-23.986838,-46.2042499,(13) 97404-1287,https://www.lanchasguaruja.com.br/
ChIJ28bj02n_0ZQRB9P2HnLMicg,Praiô Lounge Bar,"Av. Miguel Estefno, 2661 - Balneario Cidade Atlantica, Guarujá - SP, 11440-533, Brasil",Guarujá,bar,3.7,169.0,-23.9859127,-46.2249869,(13) 99692-3139,https://instagram.com/praio.guaruja
ChIJ2Rzo8Asn0JQRyeq2Fs8Krp8,Adega Ice Beer sua parada obrigatória,"Av. Padre Anchieta - Jangada, Peruíbe - SP, 11770-418, Brasil",Peruíbe,adega,4.8,36.0,-24.3130383,-46.9888619,(13) 99720-8126,https://adegaicebeerperuibe.comercio.net.br/
ChIJ2cC0RuERzpQRMTWxhKGIGLg,Adega Leite Cubatão,"Av. Pedro José Cardoso, 671 - Vila Paulista, Cubatão - SP, 11510-100, Brasil",Cubatão,adega,4.5,30.0,-23.8881098,-46.4267429,(13) 99613-5900,
ChIJ3-54Sm0nzpQRVaWfiWTmLbM,Praça de eventos Dudu Samba,"Av. Dudu Samba, 52-280 - Centro, Mongaguá - SP, 11730-000, Brasil",Mongaguá,casa noturna,4.5,1212.0,-24.0961203,-46.6204556,(11) 98329-4724,
ChIJ30YPZxAp0JQRbM5VMFAaRA0,Casa Roxa Peruíbe,"Av. Padre Anchieta, 10381 - Ruínas, Peruíbe - SP, 11750-000, Brasil",Peruíbe,casa noturna,5.0,8.0,-24.2700419,-46.9359309,(13) 98202-1375,
ChIJ3fgR-LkdzpQRLEc0rvfa1gU,Vegas Food & Drinks,"R. Ten. Durval do Amaral, 349 - Catiapoã, São Vicente - SP, 11390-300, Brasil",São Vicente,bar,3.8,160.0,-23.9597267,-46.3852626,(13) 99653-1553,http://bio.site/ReservasVegas
ChIJ3wYrsdQpzpQRfYTsoUZWlDg,Calientesbarcruising,"Av. Francisco Munhoz Cegarra, 59 - Plataforma II, Mongaguá - SP, 11730-000, Brasil",Mongaguá,casa noturna,5.0,4.0,-24.1335677,-46.7013439,(13) 99602-8056,
ChIJ436UZOYdzpQRHhYnVRuibz8,Aloha Bar Praia,"Av. Duque de Caxias, 273/275 - Boqueirão, Praia Grande - SP, 11700-060, Brasil",Praia Grande,Bar/Casa Noturna,4.6,590.0,-24.0110894,-46.4118848,(13) 98193-7551,https://alohabarpraia.com.br/
ChIJ4436hmEpzpQR6BjgekNdY-I,ButecoFazenda,"R. Ubatuba, 1047 - Loja 2 - Balneario Triesse, Mongaguá - SP, 11730-000, Brasil",Mongaguá,bar,4.8,24.0,-24.12851,-46.6914644,(13) 98108-6870,
ChIJ4602w-UdzpQRXWNjC_RV3gs,Blue House,"Av. Mal. Mallet, 736 - Canto do Forte, Praia Grande - SP, 11700-400, Brasil",Cubatão,casa noturna,4.1,234.0,-24.0110189,-46.4027205,(13) 99791-3335,
ChIJ4XoMLGcp0JQRyCTT11nwI9Y,Palazio,"Av. Padre Anchieta, 10381 - Bal Stella Maris, Peruíbe - SP, 11750-000, Brasil",Peruíbe,casa noturna,5.0,7.0,-24.2700712,-46.93591780000001,(13) 99781-8474,
ChIJ4YcJqxUBzpQRFVHGTIlaAW4,"Adega e Conveniência Star Point, Delivery de Bebidas, Entrega Guarujá","Av. Quatro, 993 - Jardim Sao Miguel, Guarujá - SP, 11440-250, Brasil",Guarujá,adega,,,-23.9812986,-46.2448615,(13) 98162-6406,
ChIJ4ZExKHgDzpQR3cnsdw2lSBs,Mingo Show,"R. Julio de Mesquita, 136 - Vila Matias, Santos - SP, 11075-220, Brasil",Santos,casa noturna,4.3,93.0,-23.9444057,-46.32603169999999,(13) 3224-2952,
ChIJ4bIdQvr7zZQR2fNzHvmY2r8,Adega GH,"BR-101, 930 - Antigo 35 - Jardim Rio da Praia, Bertioga - SP, 11250-000, Brasil",Bertioga,adega,4.9,14.0,-23.8153998,-46.1117685,(11) 99725-8537,https://www.cartao-digital.com/adegaghbertioga/
ChIJ4cEK1h4n0JQRS18J1lJHdhE,Adega Romeo Drinks,"R. Rosa Gatti Fortuna - Estação, Peruíbe - SP, 11750-000, Brasil",Peruíbe,adega,4.0,1.0,-24.3190778,-47.00459499999999,(13) 99805-5690,
ChIJ4x9qsQQm0JQRZecefkmgUtE,Bar Joia,"Av. Padre Anchieta, 3197 - Samburá, Peruíbe - SP, 11750-000, Brasil",Peruíbe,bar,4.4,799.0,-24.307335,-46.9825501,(13) 3455-9738,
ChIJ52abl3sbzpQR4HV8yQQyIWs,Royal Vegas,"Av. 9 de Abril, 3080 - Centro, Cubatão - SP, 11510-001, Brasil",Cubatão,bar,4.6,20.0,-23.8931549,-46.4208914,(13) 97808-1407,https://bit.ly/RoyalVegas_Cubatao
ChIJ53T-uiT-0ZQRJdP5kFJhlNg,Bar da Rio Drink & Food,"R. Rio de Janeiro, 263, garagem, 9 - Barra Funda, Guarujá - SP, 11410-310, Brasil",Guarujá,bar,4.5,246.0,-23.99672,-46.26114260000001,(13) 98823-2411,http://facebook.com/bardariopetiscaria
ChIJ5RDNL-gdzpQR1KUzYSJxgx0,Zero Treze - Bar & Espetaria,"R. Sebastião de Oliveira, 106 - Boqueirão, Praia Grande - SP, 11701-200, Brasil",Praia Grande,bar,4.8,196.0,-24.0062863,-46.4145148,,https://www.instagram.com/zerotrezepg/
ChIJ5Wl3B14ZzpQRXLISzfz62Ns,bar da neia e edu,"rua Larissa Cocker, n 402 - Vila Esperança, Cubatão - SP, 11540-210, Brasil",Cubatão,bar,4.6,20.0,-23.9015297,-46.4425655,,
ChIJ5_JPpBgdzpQRWFeGyR0C_sw,Blackout Adega e Conveniência,"R. Lima Machado, 10 - Centro, São Vicente - SP, 11310-310, Brasil",São Vicente,adega,5.0,20.0,-23.9671264,-46.3898073,(13) 3513-1787,
ChIJ5wxRpdv9zZQR2T9wwcfJ-tg,Buona Birra Cervejaria Artesanal,"Av. Vicente de Carvalho, 575 - Centro, Bertioga - SP, 11250-045, Brasil",Bertioga,bar,4.5,251.0,-23.8542922,-46.135789,(13) 3317-6339,
ChIJ6RqJpagDzpQRmWmmKVqRPp4,Quintal da Véia,"R. Júlio Conceição, 263 - Vila Matias, Santos - SP, 11015-540, Brasil",Santos,bar,4.6,912.0,-23.9515404,-46.3296155,(13) 99794-3856,
ChIJ6VfzUI0FzpQRbigOftSR_aY,Amaterasu Club,"R. José Ricardo, 35 - Centro, Santos - SP, 11010-190, Brasil",Santos,casa noturna,3.8,65.0,-23.9320093,-46.3317168,(13) 98182-0013,https://instagram.com/amaterasuclubsantos?igshid=Zjc2ZTc4Nzk=
ChIJ6Y1d5gP7zZQR8BkZXgxNfUk,Adega Zero Grau,"R. Nicolau Miguel Obeidi, 1214 - Vista Linda, Bertioga - SP, 11258-422, Brasil",Bertioga,adega,4.6,28.0,-23.8060507,-46.07874700000001,(13) 99123-2086,https://www.instagram.com/reel/CeGzGM_vHrL/?igshid=MDJmNzVkMjY=
ChIJ6ZnfhgQn0JQRYynvZi-A2yY,Ateliê das Tranças e Cabelos,"R. Vicente Anselmo, 321 - Residencial Park D'Aville, Peruíbe - SP, 11750-000, Brasil",Peruíbe,casa noturna,3.4,15.0,-24.3113293,-47.0077222,(13) 99784-4074,
ChIJ6arQy64dzpQRWFviXvHMeHo,Barzin da Praia,"Av. Mal. Mallet, 1108 - Canto do Forte, Praia Grande - SP, 11700-400, Brasil",Praia Grande,bar,4.3,1006.0,-24.0073694,-46.40601299999999,(13) 99667-2625,https://m.facebook.com/barzindapraia/
ChIJ6dVov-j_0ZQRELpdP3eeQGU,Tepisco - Melhor Bar do Guaruja,"Av. Venezuela, 55 - Balneario Cidade Atlantica, Guarujá - SP, 11441-240, Brasil",Guarujá,Bar/Casa Noturna,4.5,2058.0,-23.9855525,-46.2244806,(13) 3395-6713,https://m.facebook.com/tepiscoenseada/?locale2=pt_BR
ChIJ6deOM_gn0JQRyxywbpM6NHc,Capriccio Peruíbe,"Av. Padre Anchieta, 2452 - Stella Maris, Peruíbe - SP, 11750-000, Brasil",Peruíbe,Bar/Casa Noturna,4.6,259.0,-24.3123605,-46.9879121,(11) 96379-4112,https://www.instagram.com/capriccioperuibe/
ChIJ6eUITicbzpQRrCdYCR-TUA4,Adega Sete Ondas,"R. Maria do Carmo, 363 - Casqueiro, Cubatão - SP, 11533-040, Brasil",Cubatão,adega,5.0,3.0,-23.9272806,-46.4063028,(13) 99140-7579,
ChIJ79-fJskbzpQRpPXGDXZWpD4,AdegaPub013,"Av. João Francisco Bensdorp, 817 - Cidade Náutica, São Vicente - SP, 11350-011, Brasil",São Vicente,adega,5.0,5.0,-23.9509519,-46.4138293,(13) 99699-1921,
ChIJ792lJRwDzpQRLk6HMqY0dYg,Adega 51,"Av. Bartholomeu de Gusmão, 153 - Loja 1 - Ponta da Praia, Santos - SP, 11030-500, Brasil",Santos,adega,4.9,73.0,-23.986269,-46.3077063,(13) 99697-5151,https://adega51.online/
ChIJ7Xi1DFNnzpQRrWX28bsuFk0,Adega e Tabacaria Jussara,"R. Adrião Dias, 854 - Balneário Cascais, Mongaguá - SP, 11730-000, Brasil",Mongaguá,adega,3.6,9.0,-24.118073,-46.6861555,(41) 99956-5252,
ChIJ7_Y2B3QDzpQRJJzecADJlso,Boteco Seu Tijuca,"Av. Washington Luís, 386 - Gonzaga, Santos - SP, 11055-000, Brasil",Santos,bar,4.8,1810.0,-23.9613275,-46.3283596,(13) 99745-3196,
ChIJ7_YjoGUDzpQRPdErkpb4uXk,Seven o Bar,"Av. Gov. Fernando Costa, 535 - Ponta da Praia, Santos - SP, 11030-180, Brasil",Santos,bar,4.4,87.0,-23.9861052,-46.296646,(13) 98120-7777,https://www.instagram.com/sevenobar
ChIJ7a5EMNAczpQRXlRcW0melEQ,Ilha Porchat Clube,"Alameda Paulo Gonçalves, Alameda paulo Gonsalves, 61 - Ilha Porchat, São Vicente - SP, 11320-350, Brasil",São Vicente,casa noturna,4.4,1456.0,-23.9768931,-46.3710079,(13) 3468-1244,https://www.instagram.com/piscinadoilha?utm_medium=copy_link
ChIJ82XiOe8bzpQR-2JAoVr0f1E,Bar e adega Altas horas,"R. das Azaléias, 203 - Vila Natal, Cubatão - SP, 11538-060, Brasil",Cubatão,bar,4.4,16.0,-23.9001957,-46.433282,(13) 99672-2787,
ChIJ83IR6AsDzpQR9AsoEXTgaXM,472 Bar,"Av. Washington Luís, 472 - Gonzaga, Santos - SP, 11055-000, Brasil",Santos,Bar/Casa Noturna,4.2,1823.0,-23.9650418,-46.3288549,(13) 3326-0472,https://472bar.com.br/
ChIJ87Evz2IdzpQR6jx5TWhrcRM,Adega 013 - Delivery 24h,"R. Jaú, 340 - Canto do Forte, Praia Grande - SP, 11700-270, Brasil",Praia Grande,adega,4.2,84.0,-24.0114802,-46.40644409999999,(13) 98105-2641,
ChIJ8V56w5cp0JQRrHzaNZg6d-8,NM Bar e Restaurante Peruíbe,"Av. Luciano de Bona, 7.465 - Josedy, Peruíbe - SP, 11750-000, Brasil",Peruíbe,bar,4.5,573.0,-24.2779251,-46.95647899999999,(13) 97817-5374,
ChIJ8bMpqBcnzpQRdjNU3wFNZ9s,Barros Beach Bar,"Av. José Cesário Pereira Filho, 1061 - Vila Vera Cruz, Mongaguá - SP, 11730-000, Brasil",Mongaguá,bar,5.0,13.0,-24.0980839,-46.6441852,(11) 93806-4078,
ChIJ8z1QbvMbzpQRiLbKDLxkd0w,Bardega Imperial Cubatao,"R. José Lopes da Silva, 176 - Loja 2 - Jardim Nova Republica, Cubatão - SP, 11534-010, Brasil",Cubatão,adega,4.9,42.0,-23.9209843,-46.4254681,(13) 99125-7265,
ChIJ9TFVyxTxzZQRvuYk4bAW5jM,"La Casita Bar, Surf Shop e miniramp","R. Humberto Novaes, 28 - São Lourenço, Bertioga - SP, 11250-000, Brasil",Bertioga,bar,4.5,260.0,-23.7965356,-45.9990295,,
ChIJ9UTcUPUdzpQRuDZSTq8HOnM,Adega Malandros do Forte,"Av. Mal. Maurício José Cardoso, 327 - Canto do Forte, Praia Grande - SP, 11700-140, Brasil",Praia Grande,adega,5.0,33.0,-24.0108577,-46.4094224,(13) 99125-9066,
ChIJ9bizXn4bzpQRKFcKpvAJh2I,Adega Babilônia 013,"R. Frei Gaspar, 2749 - Parque Sao Vicente, São Vicente - SP, 11340-000, Brasil",São Vicente,adega,4.9,34.0,-23.9569349,-46.4039094,(13) 99193-5944,https://www.instagram.com/adegababilonia013/
ChIJ9cDk6-sDzpQRqf-hhAPUioQ,Hideout Speakeasy,"R. Bahia, 116 - Gonzaga, Santos - SP, 11060-450, Brasil",Santos,casa noturna,4.7,99.0,-23.9627872,-46.3335881,,https://linktr.ee/hideout.speakeasy
ChIJ9cn7LQoazpQRJovL5-WzdKA,Martan Bar,"Av. das Nações Unidas, 282 - Vila Nova, Cubatão - SP, 11520-140, Brasil",Cubatão,bar,4.5,162.0,-23.8957457,-46.4242561,(13) 3371-9033,
ChIJ9eJdIgwr0JQRRSirAdEet28,Distribuidora e Adega Altas Horas,"Av. Marginal - Gaivota, Itanhaém - SP, 11740-000, Brasil",Itanhaém,adega,4.5,50.0,-24.2336192,-46.9017668,(13) 99720-8063,
ChIJ9z4FOhr_0ZQRIaXap_F6CaQ,Villa Rio Guarujá,"R. Rio de Janeiro, 263 - Barra Funda, Guarujá - SP, 11410-310, Brasil",Guarujá,bar,4.0,132.0,-23.9967131,-46.26111359999999,(13) 99162-5060,https://www.instagram.com/villarioguaruja/
ChIJ9ztpXfD_0ZQRBaiTJrP6duY,Casa Das Beauty,"Av. Paulo Matarazzo, 240 - Jardim Virginia, Guarujá - SP, 11442-450, Brasil",Guarujá,casa noturna,4.9,14.0,-23.9828655,-46.2168404,(11) 94468-0734,
ChIJAQAAoAz-0ZQRq2kNCihDcqI,Lucky Scope,"Praça Dr. Walter Belian, 86 - Jardim Guaiuba, Guarujá - SP, 11421-000, Brasil",Guarujá,casa noturna,4.5,1202.0,-24.0131444,-46.2803237,(13) 99770-7848,https://mechamenozap.com.br/luckyscope/
ChIJAVyK3KYo0JQRLnIgjeaqgJM,Bar do Gordo,"Rua Vila Nova, Av. Padre Anchieta, 3845, Peruíbe - SP, 11750-000, Brasil",Peruíbe,bar,4.7,185.0,-24.3036277,-46.9777365,(13) 3453-4847,
ChIJAXH8ttEczpQRPm7uneGiDBE,Restaurante e Choperia Terraço,"Alameda Ari Barroso, 274 - Ilha Porchat, São Vicente - SP, 11320-400, Brasil",São Vicente,bar,4.5,6373.0,-23.9791353,-46.3688346,(13) 3468-7527,http://www.terracochopp.com.br/
ChIJAyFTRwARzpQR0Q0bSyVqt5k,Patrícia curls,"R. Antônio Lemos - Vila Paulista, Cubatão - SP, 11510-110, Brasil",Cubatão,casa noturna,,,-23.8878377,-46.4229816,(13) 98823-1702,
ChIJAztGnZcQzpQRil4qqinwFYQ,Adega do Chico,"R. João Damazo, 144 - Parque Fernando Jorge, Cubatão - SP, 11500-250, Brasil",Cubatão,adega,4.6,80.0,-23.8812219,-46.417545,(13) 99625-5379,
ChIJB2M2NxMnzpQRepHYmkkz6Sk,Adega Labodega Mongagua,"R. Padre Anchieta, 737 - Centro, Mongaguá - SP, 11730-000, Brasil",Mongaguá,adega,4.5,21.0,-24.0949872,-46.6189467,(13) 99156-0990,https://app.anota.ai/magic-smoke?utm_source=portal-share-btn&from=msa
ChIJBSz9rncnzpQRfU0Nb1Mle4I,Adega e Conveniência Avenida,"Av. Monteiro Lobato, 3166 - Aguapeu, Mongaguá - SP, 11730-000, Brasil",Mongaguá,adega,4.5,6.0,-24.0994578,-46.6348305,(13) 99728-1909,https://instagram.com/avenidaconvenienciamongagua?igshid=YmMyMTA2M2Y=
ChIJBY2mCFknzpQR8cNotmS7LmI,Adega em Mongagua,"R. Antônio Cândido, 199 - Vila Anhanguera, Mongaguá - SP, 11730-000, Brasil",Mongaguá,adega,,,-24.1099507,-46.6512188,(13) 99667-6706,
ChIJBbAsagAdzpQRgPH9cOMKe6Y,Adega Da Baronesa,"R. 11 de Junho, 78 - Itararé, São Vicente - SP, 11320-160, Brasil",São Vicente,adega,5.0,1.0,-23.972423,-46.3707031,(13) 99722-0106,
ChIJBc-P9JYdzpQRM6J9xUOO0j8,Chefinho Adega & Tabacaria,"R. Dr. Roberto Shoji, 441 - Boqueirão, Praia Grande - SP, 11701-030, Brasil",Santos,adega,4.0,5.0,-24.0095079,-46.4160035,(11) 99174-4401,
ChIJBw1ocwAnzpQRxvC3cJvxeSk,YZA'BELLAS NIGHT CLUB,"Av. Pres. Kennedy - Vila Caiçara, Praia Grande - SP, 11702-200, Brasil",Mongaguá,casa noturna,,,-24.0443135,-46.5240824,,
ChIJC1EaKZD_0ZQRojjC8pjycD0,Boliche & Pub Enseada,"Av. Miguel Estefno, 3989 - Lot. Joao Batista Juliao, Guarujá - SP, 11440-534, Brasil",Guarujá,casa noturna,4.2,510.0,-23.9849474,-46.2122446,(13) 99727-1715,https://bolichepubenseada.ola.click/
ChIJC3Ws35wrzpQRnbjS_8IHKIM,Di'Bairro Espeto Bar,"Av. Pres. Vargas, 867 - Centro, Itanhaém - SP, 11740-000, Brasil",Itanhaém,bar,4.7,124.0,-24.1841914,-46.7840909,(13) 99658-5561,
ChIJCQKZr2IDzpQRzeYt5jqcnqg,Ta Matete Discoteca e Bar com Espaço Kids,"Av. Ana Costa, 363 - Gonzaga, Santos - SP, 11060-003, Brasil",Santos,casa noturna,4.5,382.0,-23.959864,-46.3315688,(13) 99700-0296,https://tamatete.com.br/
ChIJCfap770o0JQRz6JtrZDvGgE,Choperia Barros Altas Horas,"Av. Padre Anchieta, 5300 - Jardim Imperador, Peruíbe - SP, 11750-000, Brasil",Peruíbe,Bar/Casa Noturna,4.2,1055.0,-24.2946015,-46.9666314,(13) 3456-3564,https://www.fb.com/barrosaltashoras
